availability_text,average_rating,brand,care_instructions,category_breadcrumb,color_options,description,dimensions,document,image_count,image_url,images_list,in_stock,is_sale,material_text,mission_tags,name,price_currency,price_current,price_original,product_id,product_url,rating_count,review_count,scrape_date,segment_label,sku,sold_shipped_by,subcluster,subcluster_label,title,url
In Stock,4.0,A New Day,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Wallets",Black | Brown | Cream,Zipper wallet wristlet; Polyurethane material; Multiple inner card slots; Detachable loop strap,3 Inches (H) x 4.5 Inches (W) x 2 Inches (D),Zipper Wallet Wristlet - A New Day™ Cream A New Day Zipper wallet wristlet; Polyurethane material; Multiple inner card slots; Detachable loop strap Polyurethane,6,https://target.scene7.com/is/image/Target/GUEST_c1cc1b8e-a49b-4d00-82d6-8ba80301b387?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_c1cc1b8e-a49b-4d00-82d6-8ba80301b387?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_9d9fc82c-133e-429e-91ef-0e97bc5c9768?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_f90ce4fe-dd62-4635-b83c-9e2f4315efb2?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_4451c374-ad28-41e3-b1c2-f71874defa62?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_d81f,True,False,Polyurethane,slg_small_leathers|value_mass,Zipper Wallet Wristlet - A New Day™ Cream,USD,12.0,,94780341,https://www.target.com/p/zipper-wallet-wristlet-a-new-day/-/A-94810395?preselect=94780341#lnk=sametab,4,4,2026-02-23T16:46:05.794252,Mixed,199592063590,,7,Mixed | wallet / solid | Budget,Zipper Wallet Wristlet - A New Day™ Cream,https://www.target.com/p/zipper-wallet-wristlet-a-new-day/-/A-94810395?preselect=94780341#lnk=sametab
In Stock,4.5,Wild Fable,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Fashion Backpacks",Black | Green,Woven dome backpack with laptop pocket; Interior and exterior pockets; 2 bottle holders; Zipper closure; Fits up to 12in laptop; Adjustable straps; Top handle,16.25 Inches (H) x 12.5 Inches (W) x 5.25 Inches (D),Nylon Collegiate Dome Backpack - Wild Fable™ Black Wild Fable Woven dome backpack with laptop pocket; Interior and exterior pockets; 2 bottle holders; Zipper closure; Fits up to 12in laptop; Adjustable straps; Top handle 100% Recycled Polyester,8,https://target.scene7.com/is/image/Target/GUEST_eae9d9c7-acf5-42bf-8c64-ecb025c459c9?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_eae9d9c7-acf5-42bf-8c64-ecb025c459c9?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_a4605aa0-7a59-4b1d-bce5-32cc2f97c237?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_01143d17-4071-446e-8b23-d74767624a9a?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_28fe8d24-1ee3-42a4-98a9-96d8a1837238?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_d4b1,True,False,100% Recycled Polyester,campus_student|eco_conscious,Nylon Collegiate Dome Backpack - Wild Fable™ Black,USD,25.0,,94269198,https://www.target.com/p/nylon-collegiate-dome-backpack-wild-fable/-/A-94897247?preselect=94269198#lnk=sametab,11,11,2026-02-23T16:46:05.794252,Mixed,198850781535,,19,Mixed | universal / bag | Mid,Nylon Collegiate Dome Backpack - Wild Fable™ Black,https://www.target.com/p/nylon-collegiate-dome-backpack-wild-fable/-/A-94897247?preselect=94269198#lnk=sametab
In Stock,4.3,Universal Thread,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Bag Charms & Straps",Blue | Cream | Green | Pink,Universal Thread micro satchel bag; Polyester material; Zipper closure; Loop charm strap,"4.33 Inches (L), 1.18 Inches (W)",Micro Satchel Bag Charm - Universal Thread™ Cream Universal Thread Universal Thread micro satchel bag; Polyester material; Zipper closure; Loop charm strap Cotton,4,https://target.scene7.com/is/image/Target/GUEST_be58f7e5-8cf1-4b6f-a931-1854f648ee17?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_be58f7e5-8cf1-4b6f-a931-1854f648ee17?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_67df039e-1e87-4539-a3bc-bbe94cd819c0?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_ea5106a3-a1aa-4932-84d0-38c9f0e70e63?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_b853d78e-65ac-4646-87b2-f907aa9cdccc?wid=1200&hei=1200&qlt=85,True,False,Cotton,gifting_ready|value_mass,Micro Satchel Bag Charm - Universal Thread™ Cream,USD,12.0,,94780213,https://www.target.com/p/micro-satchel-bag-charm-universal-thread/-/A-94810390?preselect=94780213#lnk=sametab,4,4,2026-02-23T16:46:05.794252,Mixed,199592033715,,14,Mixed | bag / universal | Mid,Micro Satchel Bag Charm - Universal Thread™ Cream,https://www.target.com/p/micro-satchel-bag-charm-universal-thread/-/A-94810390?preselect=94780213#lnk=sametab
In Stock,4.4,Wild Fable,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Bag Charms & Straps",Black | Cream | Red | Yellow,Micro quilted pouch bag charm; Quilted pouch with zipper closure; Heart-shaped charm; Metal clasp closure,"7 Inches (L), 4.25 Inches (W)",Micro Quilted Pouch Bag Charm - Wild Fable™ Cream Wild Fable Micro quilted pouch bag charm; Quilted pouch with zipper closure; Heart-shaped charm; Metal clasp closure Polyester,7,https://target.scene7.com/is/image/Target/GUEST_eacd6f1d-55b0-4eb0-9a66-9618398ae442?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_eacd6f1d-55b0-4eb0-9a66-9618398ae442?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_a4605aa0-7a59-4b1d-bce5-32cc2f97c237?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_372fb029-db81-4b5d-b39a-fc6dd60e8e5e?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_ff454eac-486a-47d1-a3c3-d4a0a6a8d1e4?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_c665,True,False,Polyester,gifting_ready|value_mass,Micro Quilted Pouch Bag Charm - Wild Fable™ Cream,USD,10.0,,94686817,https://www.target.com/p/micro-quilted-pouch-bag-charm-wild-fable/-/A-94713227?preselect=94686817#lnk=sametab,25,25,2026-02-23T16:46:05.794252,Mixed,199268397196,,19,Mixed | universal / bag | Mid,Micro Quilted Pouch Bag Charm - Wild Fable™ Cream,https://www.target.com/p/micro-quilted-pouch-bag-charm-wild-fable/-/A-94713227?preselect=94686817#lnk=sametab
In Stock,4.6,A New Day,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Bag Charms & Straps",,Chain with faux leather crossbody handbag strap; Metal gold-tone chain and black faux leather; Lobster claw clasps; Attaches to any handbag; Spot or wipe clean,"49 Inches (L), .38 Inches (W)","Gold Chain with Faux Leather Crossbody Handbag Strap - A New Day™ Black/Gold: Metal Accessory A New Day Chain with faux leather crossbody handbag strap; Metal gold-tone chain and black faux leather; Lobster claw clasps; Attaches to any handbag; Spot or wipe clean Polyurethane, Metal",6,https://target.scene7.com/is/image/Target/GUEST_6c6f3aa2-16ee-4e5a-89d0-ee30e1d3c9a3?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_6c6f3aa2-16ee-4e5a-89d0-ee30e1d3c9a3?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_cbbaa7c1-2e2e-4a3d-898c-a9177ca5fdbc?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_ce0483f0-a27e-45f8-9a2f-b80006f580ee?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_616ab1b6-5e33-414c-9282-b9ce084c9fbf?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_fd20,True,False,"Polyurethane, Metal",convertible_multiway|value_mass,Gold Chain with Faux Leather Crossbody Handbag Strap - A New Day™ Black/Gold: Metal Accessory,USD,10.0,,90784361,https://www.target.com/p/gold-chain-with-faux-leather-crossbody-handbag-strap-a-new-day-8482-black-gold/-/A-90784361#lnk=sametab,16,16,2026-02-23T16:46:05.794252,Mixed,198101577153,,11,Mixed | bag / charm | Budget,Gold Chain with Faux Leather Crossbody Handbag Strap - A New Day™ Black/Gold: Metal Accessory,https://www.target.com/p/gold-chain-with-faux-leather-crossbody-handbag-strap-a-new-day-8482-black-gold/-/A-90784361#lnk=sametab
In Stock,4.8,Universal Thread,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Bag Charms & Straps",Black | Brown,Universal Thread solid-color crossbody handbag strap; Faux-leather construction; Adjustable buckle for customizable length; Lobster-claw clasps; Spot or wipe clean,"47.5 Inches (L), 1 Inches (W)",Adjustable Buckle Crossbody Handbag Strap - Universal Thread™ Brown: Bag Accessory Universal Thread Universal Thread solid-color crossbody handbag strap; Faux-leather construction; Adjustable buckle for customizable length; Lobster-claw clasps; Spot or wipe clean Polyurethane,8,https://target.scene7.com/is/image/Target/GUEST_4b827149-6ac0-48bd-9173-8ad1ec13b7e0?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_4b827149-6ac0-48bd-9173-8ad1ec13b7e0?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_70773c00-3bb1-4efb-a249-63c4ce38f3a9?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_47f68498-eac7-492f-adc5-67477750e53a?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_2f44ee0a-fad5-4195-873f-6b5456f5d399?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_75d4,True,False,Polyurethane,convertible_multiway,Adjustable Buckle Crossbody Handbag Strap - Universal Thread™ Brown: Bag Accessory,USD,6.5,,89956724,https://www.target.com/p/adjustable-buckle-crossbody-handbag-strap-universal-thread/-/A-91870646?preselect=89956724#lnk=sametab,36,36,2026-02-23T16:46:05.794252,Mixed,085239550212,,11,Mixed | bag / charm | Budget,Adjustable Buckle Crossbody Handbag Strap - Universal Thread™ Brown: Bag Accessory,https://www.target.com/p/adjustable-buckle-crossbody-handbag-strap-universal-thread/-/A-91870646?preselect=89956724#lnk=sametab
In Stock,4.0,Universal Thread,Care Instructions Not Provided,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Bag Charms & Straps",,Faux-suede fringe bag charm; Acrylic and polyester material; Lobster claw clasp closure; 6.25in L x 1.5in W; Suitable for ages 15+,"6.25 Inches (L), 1.5 Inches (W)","Faux Suede Fringe Bag Charm - Universal Thread™ Cream Universal Thread Faux-suede fringe bag charm; Acrylic and polyester material; Lobster claw clasp closure; 6.25in L x 1.5in W; Suitable for ages 15+ Zinc Alloy, Polyester, Acrylic",2,https://target.scene7.com/is/image/Target/GUEST_819a153b-9dba-4ca6-a877-9183d9c2b95c?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_819a153b-9dba-4ca6-a877-9183d9c2b95c?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_dbae2905-41e5-41a2-bbb9-0ed0e945eae4?wid=1200&hei=1200&qlt=85,True,False,"Zinc Alloy, Polyester, Acrylic",gifting_ready,Faux Suede Fringe Bag Charm - Universal Thread™ Cream,USD,10.0,,94440156,https://www.target.com/p/faux-suede-fringe-bag-charm-universal-thread-8482-cream/-/A-94440156#lnk=sametab,3,3,2026-02-23T16:46:05.794252,Mixed,199268320378,,22,Mixed | straw / bag | Mid,Faux Suede Fringe Bag Charm - Universal Thread™ Cream,https://www.target.com/p/faux-suede-fringe-bag-charm-universal-thread-8482-cream/-/A-94440156#lnk=sametab
In Stock,4.1,A New Day,Care Instructions Not Provided,"Target > Clothing, Shoes & Accessories > Accessories > Wallets",Black,Unstructured clip-on pouch; Croissant shape; Made with faux leather; Zipper closure,3 Inches (H) x 5.25 Inches (W) x 2 Inches (D),"Croissant Clip On Pouch - A New Day™ Black: Solid Coin Purse, Unstructured Design A New Day Unstructured clip-on pouch; Croissant shape; Made with faux leather; Zipper closure Polyurethane",6,https://target.scene7.com/is/image/Target/GUEST_929b75db-23cc-4d20-be63-8be6aa20695d?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_929b75db-23cc-4d20-be63-8be6aa20695d?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_368f9edc-6a49-4c07-98fa-f8e80122a381?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_28a362c6-23c2-4ea2-af77-863922674286?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_eab530a1-d3b9-46c8-b5b8-9c83d3a7d620?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_32f1,True,False,Polyurethane,slg_small_leathers|gifting_ready,"Croissant Clip On Pouch - A New Day™ Black: Solid Coin Purse, Unstructured Design",USD,10.0,,91725093,https://www.target.com/p/croissant-clip-on-pouch-a-new-day/-/A-91980196?preselect=91725093#lnk=sametab,43,43,2026-02-23T16:46:05.794252,Mixed,198101994646,,7,Mixed | wallet / solid | Budget,"Croissant Clip On Pouch - A New Day™ Black: Solid Coin Purse, Unstructured Design",https://www.target.com/p/croissant-clip-on-pouch-a-new-day/-/A-91980196?preselect=91725093#lnk=sametab
In Stock,4.5,A New Day,Care Instructions Not Provided,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Bag Charms & Straps",,Chain handbag strap; Embellished with clear crystals; Double-chain style; Lobster-claw clasps; 46.8in L,"46.8 Inches (L), .79 Inches (W)","Chain Crossbody Handbag Strap - A New Day™ Clear/Crystal: Lobster Claw Clasp, Zinc Alloy, Solid Pattern A New Day Chain handbag strap; Embellished with clear crystals; Double-chain style; Lobster-claw clasps; 46.8in L Zinc Alloy",7,https://target.scene7.com/is/image/Target/GUEST_b94b1723-851a-460a-9e6d-1f82bc3c45b1?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_b94b1723-851a-460a-9e6d-1f82bc3c45b1?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_0f4dc314-bc27-4e48-8195-ec9cadbf4ebb?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_3950a9ac-65eb-44c5-b762-701f326bbc8e?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_adfc71cd-833d-4fb5-8a5f-f9413aab2fa7?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_c528,True,True,Zinc Alloy,convertible_multiway,"Chain Crossbody Handbag Strap - A New Day™ Clear/Crystal: Lobster Claw Clasp, Zinc Alloy, Solid Pattern",USD,6.5,10.0,88922425,https://www.target.com/p/chain-crossbody-handbag-strap-a-new-day-8482-clear-crystal/-/A-88922425#lnk=sametab,108,108,2026-02-23T16:46:05.794252,Mixed,197543411469,,11,Mixed | bag / charm | Budget,"Chain Crossbody Handbag Strap - A New Day™ Clear/Crystal: Lobster Claw Clasp, Zinc Alloy, Solid Pattern",https://www.target.com/p/chain-crossbody-handbag-strap-a-new-day-8482-clear-crystal/-/A-88922425#lnk=sametab
In Stock,5.0,A New Day,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Bag Charms & Straps",,,"5.38 Inches (L), 1 Inches (W)",Flower Bag Charm - A New Day™ A New Day Polyurethane,2,https://target.scene7.com/is/image/Target/GUEST_980a9843-e699-4435-bb6b-56c10cabb680?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_980a9843-e699-4435-bb6b-56c10cabb680?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_4ea317ef-81f9-4ea3-9e77-45ccc5b361e9?wid=1200&hei=1200&qlt=85,True,False,Polyurethane,gifting_ready,Flower Bag Charm - A New Day™,USD,10.0,,94821620,https://www.target.com/p/flower-bag-charm-a-new-day-8482/-/A-94821620#lnk=sametab,1,1,2026-02-23T16:46:05.794252,Mixed,199592133422,,6,Mixed | bag / charm | Budget,Flower Bag Charm - A New Day™,https://www.target.com/p/flower-bag-charm-a-new-day-8482/-/A-94821620#lnk=sametab
In Stock,5.0,A New Day,Do Not Wash,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Bag Charms & Straps",,,"8.75 Inches (L), 2.5 Inches (W)",Straw Mini Tote Bag Charm - A New Day™ A New Day Paper,3,https://target.scene7.com/is/image/Target/GUEST_8fc95494-fcca-47f0-a35c-699152a23c98?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_8fc95494-fcca-47f0-a35c-699152a23c98?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_9bba4838-ed9d-40df-8f41-829bb0e920a2?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_3a5a31a0-b1d9-4eb6-bc29-4244a40b808b?wid=1200&hei=1200&qlt=85,True,False,Paper,gifting_ready,Straw Mini Tote Bag Charm - A New Day™,USD,10.0,,94844331,https://www.target.com/p/straw-mini-tote-bag-charm-a-new-day-8482/-/A-94844331#lnk=sametab,1,1,2026-02-23T16:46:05.794252,Mixed,199592133477,,5,Mixed | straw / bag | Budget,Straw Mini Tote Bag Charm - A New Day™,https://www.target.com/p/straw-mini-tote-bag-charm-a-new-day-8482/-/A-94844331#lnk=sametab
In Stock,4.9,Universal Thread,Care Instructions Not Provided,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Bag Charms & Straps",Gold | Silver,Universal Thread bag charm; Mixed metals; Fringe chain design; Lobster claw clasp closure; 7.75in L x 1.5in W,"7.75 Inches (L), 1.5 Inches (W)","Chain Fringe Dangle Bag Charm - Universal Thread™ Gold Universal Thread Universal Thread bag charm; Mixed metals; Fringe chain design; Lobster claw clasp closure; 7.75in L x 1.5in W Acrylic, Iron, Zinc Alloy",4,https://target.scene7.com/is/image/Target/GUEST_8f4d3aa8-2f96-4184-a2f2-27148a93b3f4?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_8f4d3aa8-2f96-4184-a2f2-27148a93b3f4?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_a62d2890-8620-4b96-b73d-345007044d8e?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_13a88f32-1a56-42f4-aec5-52c6f30028d2?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_8cd512f0-f46b-4e93-936a-973528647b8c?wid=1200&hei=1200&qlt=85,True,False,"Acrylic, Iron, Zinc Alloy",gifting_ready,Chain Fringe Dangle Bag Charm - Universal Thread™ Gold,USD,10.0,,94440157,https://www.target.com/p/chain-fringe-dangle-bag-charm-universal-thread/-/A-94686074?preselect=94440157#lnk=sametab,11,11,2026-02-23T16:46:05.794252,Mixed,199268320354,,11,Mixed | bag / charm | Budget,Chain Fringe Dangle Bag Charm - Universal Thread™ Gold,https://www.target.com/p/chain-fringe-dangle-bag-charm-universal-thread/-/A-94686074?preselect=94440157#lnk=sametab
In Stock,4.8,Wild Fable,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses",Black | Clear | Green | Navy Blue | Pink | Red,Collegiate pouch; Zip closure; Cotton construction; Side handle with stripes,"8.5 Inches (L), 5 Inches (W)",Collegiate Zip Pouch - Wild Fable™ Clear Wild Fable Collegiate pouch; Zip closure; Cotton construction; Side handle with stripes TPU (Thermoplastic Polyurethane),10,https://target.scene7.com/is/image/Target/GUEST_fdedadb4-765d-4d26-a921-062a9997472f?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_fdedadb4-765d-4d26-a921-062a9997472f?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_a4605aa0-7a59-4b1d-bce5-32cc2f97c237?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_ab18980e-49c2-4e75-8463-1e181d2294f0?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_09e36aea-2dcb-409b-a99e-d6b82905c75c?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_b516,True,True,TPU (Thermoplastic Polyurethane),gifting_ready,Collegiate Zip Pouch - Wild Fable™ Clear,USD,8.5,10.0,94269228,https://www.target.com/p/collegiate-zip-pouch-wild-fable/-/A-94425753?preselect=94269228#lnk=sametab,28,28,2026-02-23T16:46:05.794252,Mixed,198850781931,,7,Mixed | wallet / solid | Budget,Collegiate Zip Pouch - Wild Fable™ Clear,https://www.target.com/p/collegiate-zip-pouch-wild-fable/-/A-94425753?preselect=94269228#lnk=sametab
In Stock,0.0,Universal Thread,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Bag Charms & Straps",,,"8.25 Inches (L), 2 Inches (W)","Sport Cord & Chili Pepper Bag Charm - Universal Thread™ Universal Thread Acrylic, Polyester",2,https://target.scene7.com/is/image/Target/GUEST_d91d9541-24a8-4cc8-a3ac-d59eb5ab0bbc?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_d91d9541-24a8-4cc8-a3ac-d59eb5ab0bbc?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_60e4ebeb-075b-4fc2-987d-83f106a16fc7?wid=1200&hei=1200&qlt=85,True,False,"Acrylic, Polyester",gifting_ready|micro_mini_impulse|value_mass,Sport Cord & Chili Pepper Bag Charm - Universal Thread™,USD,10.0,,94832344,https://www.target.com/p/sport-cord-38-chili-pepper-bag-charm-universal-thread-8482/-/A-94832344#lnk=sametab,0,0,2026-02-23T16:46:05.794252,Mixed,199592125144,,6,Mixed | bag / charm | Budget,Sport Cord & Chili Pepper Bag Charm - Universal Thread™,https://www.target.com/p/sport-cord-38-chili-pepper-bag-charm-universal-thread-8482/-/A-94832344#lnk=sametab
In Stock,0.0,Universal Thread,Care Instructions Not Provided,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Bag Charms & Straps",,,"5.81 Inches (L), 1.55 Inches (W)","NY Handbag Charm Floral Print Keychain - Universal Thread™ Brown/Pink Universal Thread Zinc Alloy, Iron, Acrylic",2,https://target.scene7.com/is/image/Target/GUEST_e5bc1c5b-d08a-46f3-890f-1bc3e2626e4e?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_e5bc1c5b-d08a-46f3-890f-1bc3e2626e4e?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_3fa8260f-4485-4fac-b2f3-c08d55e1c7ea?wid=1200&hei=1200&qlt=85,True,False,"Zinc Alloy, Iron, Acrylic",gifting_ready|micro_mini_impulse|value_mass,NY Handbag Charm Floral Print Keychain - Universal Thread™ Brown/Pink,USD,10.0,,94844279,https://www.target.com/p/floral-print-ny-bag-charm-universal-thread-8482/-/A-94844279#lnk=sametab,0,0,2026-02-23T16:46:05.794252,Mixed,199592125151,,11,Mixed | bag / charm | Budget,NY Handbag Charm Floral Print Keychain - Universal Thread™ Brown/Pink,https://www.target.com/p/floral-print-ny-bag-charm-universal-thread-8482/-/A-94844279#lnk=sametab
In Stock,0.0,Universal Thread,Care Instructions Not Provided,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Bag Charms & Straps",,,"5.81 Inches (L), 1.55 Inches (W)","LA Handbag Charm Tortoise Print Keychain - Universal Thread™ Blue/Green Universal Thread Zinc Alloy, Acrylic, Iron",2,https://target.scene7.com/is/image/Target/GUEST_89b339e4-2454-442e-a944-189c36267fb0?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_89b339e4-2454-442e-a944-189c36267fb0?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_6d862b12-17e1-4f55-84ca-563ebc0af1e4?wid=1200&hei=1200&qlt=85,True,False,"Zinc Alloy, Acrylic, Iron",gifting_ready|micro_mini_impulse|value_mass,LA Handbag Charm Tortoise Print Keychain - Universal Thread™ Blue/Green,USD,10.0,,94844278,https://www.target.com/p/tortoise-print-la-bag-charm-universal-thread-8482/-/A-94844278#lnk=sametab,0,0,2026-02-23T16:46:05.794252,Mixed,199592125168,,11,Mixed | bag / charm | Budget,LA Handbag Charm Tortoise Print Keychain - Universal Thread™ Blue/Green,https://www.target.com/p/tortoise-print-la-bag-charm-universal-thread-8482/-/A-94844278#lnk=sametab
In Stock,0.0,A New Day,Do Not Wash,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Bag Charms & Straps",,,"9 Inches (L), 2 Inches (W)",Straw Strawberry Bag Charm - A New Day™ A New Day Paper,3,https://target.scene7.com/is/image/Target/GUEST_bc0a1fa4-5776-488c-9be0-423d78bc2cb5?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_bc0a1fa4-5776-488c-9be0-423d78bc2cb5?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_b1422c87-6f7a-4935-8368-0df8d29d7587?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_3a5a31a0-b1d9-4eb6-bc29-4244a40b808b?wid=1200&hei=1200&qlt=85,True,False,Paper,gifting_ready|micro_mini_impulse|value_mass,Straw Strawberry Bag Charm - A New Day™,USD,10.0,,94844333,https://www.target.com/p/straw-strawberry-bag-charm-a-new-day-8482/-/A-94844333#lnk=sametab,0,0,2026-02-23T16:46:05.794252,Mixed,199592133453,,5,Mixed | straw / bag | Budget,Straw Strawberry Bag Charm - A New Day™,https://www.target.com/p/straw-strawberry-bag-charm-a-new-day-8482/-/A-94844333#lnk=sametab
In Stock,5.0,A New Day,Spot or Wipe Clean,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Bag Charms & Straps",,,"5.11 Inches (L), 1.38 Inches (W)",Cherry Bag Charm - A New Day™ A New Day Polyurethane,2,https://target.scene7.com/is/image/Target/GUEST_0aa9308f-2cb3-490c-82b2-8a58df88cae4?wid=1200&hei=1200&qlt=85,https://target.scene7.com/is/image/Target/GUEST_0aa9308f-2cb3-490c-82b2-8a58df88cae4?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_e56f466d-fe23-4089-9676-8eee49a8141d?wid=1200&hei=1200&qlt=85,True,False,Polyurethane,gifting_ready|micro_mini_impulse|value_mass,Cherry Bag Charm - A New Day™,USD,10.0,,94821621,https://www.target.com/p/cherry-bag-charm-a-new-day-8482/-/A-94821621#lnk=sametab,2,2,2026-02-23T16:45:57.790652,Mixed,199592133408,,6,Mixed | bag / charm | Budget,Cherry Bag Charm - A New Day™,https://www.target.com/p/cherry-bag-charm-a-new-day-8482/-/A-94821621#lnk=sametab
