brand,color_count,description,dimensions,discount_percent,image_url,is_on_sale,leaf_category,material_text,mission_tags,name,original_price,price,product_id,product_name,product_url,rating,review_count,source,subcluster,timestamp,price_current,is_sale,text_raw,text_clean,silhouette,material,subcluster_score,segment_label
A New Day,3.0,Travel pouch; Woven design in plastic; See-through sides for visible contents; Unstructured with single compartment; Zipper closure; Top handle; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,5.5 Inches (H) x 8.5 Inches (W) x 3.4 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_5d89a195-c7f0-41d8-8f89-9053cf09c34e?wid=1200&hei=1200&qlt=85,False,Handbags & Purses,Polyurethane,,"Travel Pouch - A New Day™ Taupe: Top Handle Bag, Unstructured, Woven, Handle",,15.0,90367006,"Travel Pouch - A New Day™ Taupe: Top Handle Bag, Unstructured, Woven, Handle",https://www.target.com/p/travel-pouch-a-new-day/-/A-90564597?preselect=90367006#lnk=sametab,4.6,260,target,3,2026-02-23T16:45:09.898384,15.0,False,"Travel Pouch - A New Day™ Taupe: Top Handle Bag, Unstructured, Woven, Handle Handbags & Purses Polyurethane Travel pouch; Woven design in plastic; See-through sides for visible contents; Unstructured with single compartment; Zipper closure; Top handle; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets",travel pouch new day taupe top handle unstructured woven handle polyurethane travel pouch woven design plastic see through sides visible contents unstructured single compartment zipper top handle structure unstructured interior exterior,accessory,unknown,0.032533576824388726,accessory – unknown | new day charms / day charms straps | Entry
A New Day,,"Small satchel bag in brown; Straw paper shell; Crochet exterior; Zippered main compartment; Double handle; Detachable and adjustable faux-leather strap; Forest Stewardship Council Certified; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: Detachable Straps, Adjustable Shoulder Strap",5.5 Inches (H) x 10.23 Inches (W) x 3.15 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_60763823-9abf-4b7b-a277-ba63db44ab6a?wid=1200&hei=1200&qlt=85,False,Shoulder Bags,Paper,,Straw Small Satchel Bag - A New Day™ Brown,,30.0,94744290,Straw Small Satchel Bag - A New Day™ Brown,https://www.target.com/p/straw-small-satchel-bag-a-new-day-8482-brown/-/A-94744290#lnk=sametab,0.0,0,target,1,2026-02-23T16:45:09.898384,30.0,False,"Straw Small Satchel Bag - A New Day™ Brown Shoulder Bags Paper Small satchel bag in brown; Straw paper shell; Crochet exterior; Zippered main compartment; Double handle; Detachable and adjustable faux-leather strap; Forest Stewardship Council Certified; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: Detachable Straps, Adjustable Shoulder Strap",straw small satchel new day brown shoulder paper small satchel brown straw paper shell crochet exterior zippered main compartment double handle detachable faux leather forest stewardship council certified structure unstructured interior exterior detachable straps shoulder,satchel,leather,0.06271342895513957,satchel – unknown | belted satchel / satchel new day | Mid
Universal Thread,,Universal Thread crescent handbag; Paper straw shell; Crocheted exterior; Zippered main compartment; Single handle; Bag structure: Structured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,22 Inches (H) x 17 Inches (W) x 10 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_4cf2071b-f1f5-4be6-96da-0d09a7c8a33a?wid=1200&hei=1200&qlt=85,False,Shoulder Bags,Paper Straw,,Straw Crescent XL Tote Handbag - Universal Thread™ Natural,,35.0,94755267,Straw Crescent XL Tote Handbag - Universal Thread™ Natural,https://www.target.com/p/straw-crescent-xl-tote-handbag-universal-thread-8482-natural/-/A-94755267#lnk=sametab,2.0,2,target,1,2026-02-23T16:45:09.898384,35.0,False,Straw Crescent XL Tote Handbag - Universal Thread™ Natural Shoulder Bags Paper Straw Universal Thread crescent handbag; Paper straw shell; Crocheted exterior; Zippered main compartment; Single handle; Bag structure: Structured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,straw crescent tote universal thread natural shoulder paper straw universal thread crescent paper straw shell crocheted exterior zippered main compartment single handle structure structured interior exterior,tote,straw,-0.011392759094398826,tote – unknown | universal thread / interior exterior | Mid
A New Day,2.0,Bucket shoulder bag; Polyurethane woven material; Magnetic closure; Adjustable strap; Unstructured; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,11.5 Inches (H) x 12 Inches (W) x 5.25 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_b9ab15ed-5f97-4714-ae53-660fd4434b10?wid=1200&hei=1200&qlt=85,False,Shoulder Bags,Polyurethane,,Bucket Shoulder Bag - A New Day™ Dark Brown,,35.0,94780337,Bucket Shoulder Bag - A New Day™ Dark Brown,https://www.target.com/p/bucket-shoulder-bag-a-new-day/-/A-94810417?preselect=94780337#lnk=sametab,3.0,2,target,0,2026-02-23T16:45:09.898384,35.0,False,Bucket Shoulder Bag - A New Day™ Dark Brown Shoulder Bags Polyurethane Bucket shoulder bag; Polyurethane woven material; Magnetic closure; Adjustable strap; Unstructured; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,bucket shoulder new day dark brown shoulder polyurethane bucket shoulder polyurethane woven material magnetic unstructured structure unstructured interior exterior,bucket,unknown,,bucket – small group – Mid
A New Day,,"Winged tote bag in a white; Cotton shell; Spacious main compartment with magnetic closure; Zippered inner pocket and accessories pocket; Exterior pocket with flap closure; Polyurethane double handles; Bag structure: Unstructured; Interior features: Accessories Pocket, Zip Pocket; Exterior features: Front Pocket",11.5 Inches (H) x 21.5 Inches (W) x 7.25 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_ebe197ee-296f-4b3d-a2a8-d38473d37365?wid=1200&hei=1200&qlt=85,False,Shoulder Bags,Polyurethane,,Winged Tote Bag - A New Day™ White,,35.0,1004118866,Winged Tote Bag - A New Day™ White,https://www.target.com/p/winged-tote-bag-a-new-day-8482-white/-/A-1004118866#lnk=sametab,5.0,1,target,0,2026-02-23T16:45:09.898384,35.0,False,"Winged Tote Bag - A New Day™ White Shoulder Bags Polyurethane Winged tote bag in a white; Cotton shell; Spacious main compartment with magnetic closure; Zippered inner pocket and accessories pocket; Exterior pocket with flap closure; Polyurethane double handles; Bag structure: Unstructured; Interior features: Accessories Pocket, Zip Pocket; Exterior features: Front Pocket",winged tote new day white shoulder polyurethane winged tote white cotton shell spacious main compartment magnetic zippered inner exterior flap polyurethane double handles structure unstructured interior exterior front,tote,canvas_cotton,-0.011392759094398826,tote – single
A New Day,3.0,Crossbody vanity bag; Quilted polyurethane construction; Zipper closure; Padded top handle; Detachable shoulder strap; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: Detachable Straps,4.5 Inches (H) x 7.5 Inches (W) x 2.75 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_c4751f50-f9a1-4bbf-aa7e-39f08791abc9?wid=1200&hei=1200&qlt=85,False,Crossbody & Messenger Bags,Polyurethane,,Quilted Vanity Crossbody Bag - A New Day™ Black,,20.0,94269889,Quilted Vanity Crossbody Bag - A New Day™ Black,https://www.target.com/p/quilted-vanity-crossbody-bag-a-new-day/-/A-94436057?preselect=94269889#lnk=sametab,4.8,55,target,0,2026-02-23T16:45:09.898384,20.0,False,Quilted Vanity Crossbody Bag - A New Day™ Black Crossbody & Messenger Bags Polyurethane Crossbody vanity bag; Quilted polyurethane construction; Zipper closure; Padded top handle; Detachable shoulder strap; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: Detachable Straps,quilted vanity crossbody new day black crossbody messenger polyurethane crossbody vanity quilted polyurethane construction zipper padded top handle detachable shoulder structure unstructured interior exterior detachable straps,satchel,unknown,0.06271342895513957,satchel – unknown | frame satchel / universal thread | Mid
Universal Thread,2.0,Universal Thread double gusset crossbody bag; Faux leather design; Credit card pockets; Zip closure; Removable adjustable strap; Bag structure: Unstructured; Interior features: Accessories Pocket; Exterior features: No Compartments or Pockets,5 Inches (H) x 9.5 Inches (W) x 1.5 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_5c32376b-0886-485d-a6b3-7d8f8de8bc9a?wid=1200&hei=1200&qlt=85,False,Crossbody & Messenger Bags,Polyurethane,,"Double Gusset Crossbody Bag - Universal Thread™ Black: Removable Adjustable Strap, Twill",,20.0,90779633,"Double Gusset Crossbody Bag - Universal Thread™ Black: Removable Adjustable Strap, Twill",https://www.target.com/p/double-gusset-crossbody-bag-universal-thread/-/A-91030307?preselect=90779633#lnk=sametab,4.3,66,target,0,2026-02-23T16:45:09.898384,20.0,False,"Double Gusset Crossbody Bag - Universal Thread™ Black: Removable Adjustable Strap, Twill Crossbody & Messenger Bags Polyurethane Universal Thread double gusset crossbody bag; Faux leather design; Credit card pockets; Zip closure; Removable adjustable strap; Bag structure: Unstructured; Interior features: Accessories Pocket; Exterior features: No Compartments or Pockets",double gusset crossbody universal thread black removable twill crossbody messenger polyurethane universal thread double gusset crossbody faux leather design credit card removable structure unstructured interior exterior,crossbody,leather,-0.018921649570236516,crossbody – leather | universal thread / double gusset | Entry
A New Day,2.0,Woven tote bag; Polyurethane shell; Open main compartment; Magnetic closure; Shoulder straps; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,11.5 Inches (H) x 18 Inches (W) x 4.75 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_bdc10bd0-6ac3-4db0-a5aa-d648bc06d864?wid=1200&hei=1200&qlt=85,False,Shoulder Bags,Polyurethane,,Woven Tote Bag - A New Day™ Brown,,40.0,94780355,Woven Tote Bag - A New Day™ Brown,https://www.target.com/p/woven-tote-bag-a-new-day/-/A-94810396?preselect=94780355#lnk=sametab,4.0,1,target,1,2026-02-23T16:45:09.898384,40.0,False,Woven Tote Bag - A New Day™ Brown Shoulder Bags Polyurethane Woven tote bag; Polyurethane shell; Open main compartment; Magnetic closure; Shoulder straps; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,woven tote new day brown shoulder polyurethane woven tote polyurethane shell open main compartment magnetic shoulder straps structure unstructured interior exterior,tote,unknown,-0.011392759094398826,tote – unknown | universal thread / interior exterior | Mid
Universal Thread,1.0,Universal Thread tote handbag; Nylon twill material; Zippered pocket; Front pocket; Zip closure; Carrying handle; Bag structure: Unstructured; Interior features: Zip Pocket; Exterior features: Front Pocket,12 Inches (H) x 18.75 Inches (W) x 5.5 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_5c1563e8-8e54-474a-ba7a-dc5d0fb81e91?wid=1200&hei=1200&qlt=85,False,Shoulder Bags,Nylon,,"Essential Zip Tote Handbag - Universal Thread™ Black: Nylon Twill, Unstructured, 18.75"" Width",,20.0,90780561,"Essential Zip Tote Handbag - Universal Thread™ Black: Nylon Twill, Unstructured, 18.75"" Width",https://www.target.com/p/essential-zip-tote-handbag-universal-thread/-/A-91030310?preselect=90780561#lnk=sametab,4.3,51,target,1,2026-02-23T16:44:52.649734,20.0,False,"Essential Zip Tote Handbag - Universal Thread™ Black: Nylon Twill, Unstructured, 18.75"" Width Shoulder Bags Nylon Universal Thread tote handbag; Nylon twill material; Zippered pocket; Front pocket; Zip closure; Carrying handle; Bag structure: Unstructured; Interior features: Zip Pocket; Exterior features: Front Pocket",essential tote universal thread black nylon twill unstructured width shoulder nylon universal thread tote nylon twill material zippered front carrying handle structure unstructured interior exterior front,tote,nylon,-0.011392759094398826,tote – unknown | universal thread / interior exterior | Mid
A New Day,1.0,Faux-leather crossbody bag; Features interior pocket; Softside structure; Zipper closure; Chain strap handle; Bag structure: Softside; Interior features: Zip Pocket; Exterior features: No Compartments or Pockets,4.72 Inches (H) x 7.48 Inches (W) x 1.97 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_3f95ca26-f69c-4b3c-aaa7-c2909dc3b70a?wid=1200&hei=1200&qlt=85,False,Crossbody & Messenger Bags,Polyurethane,,"Quilted Camera Crossbody Bag - A New Day™ Black: Faux Leather, Chain Strap, Softside, Zip Closure, 22.83"" Strap Length",,25.0,92449937,"Quilted Camera Crossbody Bag - A New Day™ Black: Faux Leather, Chain Strap, Softside, Zip Closure, 22.83"" Strap Length",https://www.target.com/p/elevated-camera-crossbody-bag-a-new-day/-/A-92710285?preselect=92449937#lnk=sametab,4.7,79,target,4,2026-02-23T16:44:52.649734,25.0,False,"Quilted Camera Crossbody Bag - A New Day™ Black: Faux Leather, Chain Strap, Softside, Zip Closure, 22.83"" Strap Length Crossbody & Messenger Bags Polyurethane Faux-leather crossbody bag; Features interior pocket; Softside structure; Zipper closure; Chain strap handle; Bag structure: Softside; Interior features: Zip Pocket; Exterior features: No Compartments or Pockets",quilted camera crossbody new day black faux leather chain softside length crossbody messenger polyurethane faux leather crossbody interior softside structure zipper chain handle structure softside interior exterior,crossbody,leather,-0.018921649570236516,crossbody – unknown | universal thread / interior exterior | Entry
Universal Thread,1.0,"Universal Thread belt bag; Semi-circle shape; Interior and exterior pockets; Zipper closure; Belt-style adjustable, removable strap; Bag structure: Unstructured; Interior features: Zip Pocket; Exterior features: Zip Pocket, Adjustable Shoulder Strap",6.12 Inches (H) x 10.25 Inches (W) x 3.5 Inches (D),25.0,https://target.scene7.com/is/image/Target/GUEST_fce194cb-e9cc-4eb6-a271-70193a32b3dc?wid=1200&hei=1200&qlt=85,True,Crossbody & Messenger Bags,Cotton,,"Belt Crossbody Bag - Universal Thread™ Beige: Cotton Canvas, Adjustable Strap, Solid Pattern, Zip Closure",20.0,15.0,89393333,"Belt Crossbody Bag - Universal Thread™ Beige: Cotton Canvas, Adjustable Strap, Solid Pattern, Zip Closure",https://www.target.com/p/belt-bag-universal-thread/-/A-89489985?preselect=89393333#lnk=sametab,4.4,641,target,0,2026-02-23T16:44:52.649734,15.0,True,"Belt Crossbody Bag - Universal Thread™ Beige: Cotton Canvas, Adjustable Strap, Solid Pattern, Zip Closure Crossbody & Messenger Bags Cotton Universal Thread belt bag; Semi-circle shape; Interior and exterior pockets; Zipper closure; Belt-style adjustable, removable strap; Bag structure: Unstructured; Interior features: Zip Pocket; Exterior features: Zip Pocket, Adjustable Shoulder Strap",belt crossbody universal thread beige cotton canvas solid pattern crossbody messenger cotton universal thread belt semi circle shape interior exterior zipper belt style removable structure unstructured interior exterior shoulder,crossbody,canvas_cotton,-0.018921649570236516,crossbody – leather | universal thread / double gusset | Entry
Universal Thread,1.0,"Universal Thread tote handbag; Double handles; Zipper closure; Adjustable, detachable straps; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: Adjustable Shoulder Strap, Detachable Straps",5.5 Inches (H) x 9.5 Inches (W) x 3.75 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_e067c89a-b6c7-4108-a35e-81010635beab?wid=1200&hei=1200&qlt=85,False,Shoulder Bags,Polyester,,Foundational Mini Tote Handbag - Universal Thread™ Cream/Clear,,20.0,93719956,Foundational Mini Tote Handbag - Universal Thread™ Cream/Clear,https://www.target.com/p/foundational-mini-tote-handbag-universal-thread/-/A-92750862?preselect=93719956#lnk=sametab,4.6,190,target,1,2026-02-23T16:44:52.649734,20.0,False,"Foundational Mini Tote Handbag - Universal Thread™ Cream/Clear Shoulder Bags Polyester Universal Thread tote handbag; Double handles; Zipper closure; Adjustable, detachable straps; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: Adjustable Shoulder Strap, Detachable Straps",foundational mini tote universal thread cream clear shoulder polyester universal thread tote double handles zipper detachable straps structure unstructured interior exterior shoulder detachable straps,tote,unknown,-0.011392759094398826,tote – unknown | universal thread / interior exterior | Mid
Universal Thread,,"Universal Thread crossbody tote handbag; Straw paper shell; Crochet exterior with side fringes; Spacious main compartment with magnetic closure; Double handles; Detachable and adjustable strap; Forest Stewardship Council Certified; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: Detachable Straps, Adjustable Strap",8 Inches (H) x 10.25 Inches (W) x 3.25 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_bf7ac9ae-3e4e-4943-bb5c-b72ce6d0cefe?wid=1200&hei=1200&qlt=85,False,Crossbody & Messenger Bags,Paper,,Straw Fringe Small Detachable Strap Crossbody Tote Handbag - Universal Thread™ Natural,,35.0,94742414,Straw Fringe Small Detachable Strap Crossbody Tote Handbag - Universal Thread™ Natural,https://www.target.com/p/straw-fringe-small-detachable-strap-crossbody-tote-handbag-universal-thread-8482-natural/-/A-94742414#lnk=sametab,0.0,0,target,1,2026-02-23T16:44:52.649734,35.0,False,"Straw Fringe Small Detachable Strap Crossbody Tote Handbag - Universal Thread™ Natural Crossbody & Messenger Bags Paper Universal Thread crossbody tote handbag; Straw paper shell; Crochet exterior with side fringes; Spacious main compartment with magnetic closure; Double handles; Detachable and adjustable strap; Forest Stewardship Council Certified; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: Detachable Straps, Adjustable Strap",straw fringe small detachable crossbody tote universal thread natural crossbody messenger paper universal thread crossbody tote straw paper shell crochet exterior side fringes spacious main compartment magnetic double handles detachable forest stewardship council certified structure unstructured interior exterior detachable straps,tote,straw,-0.011392759094398826,tote – unknown | universal thread / interior exterior | Mid
Universal Thread,2.0,Universal Thread medium satchel handbag; Polyurethane shell; Zippered main compartment; Zippered interior pocket; Detachable and adjustable shoulder strap; Double shoulder handles; Sport cord accent with carabiner hook; Bag structure: Structured; Interior features: Zip Pocket; Exterior features: No Compartments or Pockets,9.05 Inches (H) x 3.93 Inches (W) x 13.38 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_8f2f106b-02bd-4986-9f4d-0a9d0eadff8c?wid=1200&hei=1200&qlt=85,False,Satchels,Polyurethane,,Sport Cord Medium Satchel Handbag - Universal Thread™ Black,,30.0,94780204,Sport Cord Medium Satchel Handbag - Universal Thread™ Black,https://www.target.com/p/sport-cord-medium-satchel-handbag-universal-thread/-/A-94810391?preselect=94780204#lnk=sametab,3.3,3,target,0,2026-02-23T16:44:52.649734,30.0,False,Sport Cord Medium Satchel Handbag - Universal Thread™ Black Satchels Polyurethane Universal Thread medium satchel handbag; Polyurethane shell; Zippered main compartment; Zippered interior pocket; Detachable and adjustable shoulder strap; Double shoulder handles; Sport cord accent with carabiner hook; Bag structure: Structured; Interior features: Zip Pocket; Exterior features: No Compartments or Pockets,sport cord medium satchel universal thread black satchels polyurethane universal thread medium satchel polyurethane shell zippered main compartment zippered interior detachable shoulder double shoulder handles sport cord accent carabiner hook structure structured interior exterior,satchel,unknown,0.06271342895513957,satchel – unknown | frame satchel / universal thread | Mid
Universal Thread,3.0,"Universal Thread carry-all tote handbag; 100% recycled nylon shell; Zippered main compartment; Interior zippered pocket and sleeves; Double handle; Bag structure: Unstructured; Interior features: Accessories Pocket, Zip Pocket; Exterior features: No Compartments or Pockets",11.5 Inches (H) x 18 Inches (W) x 6 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_2883457b-526b-4aa5-8e6a-27d5d07ee00e?wid=1200&hei=1200&qlt=85,False,Shoulder Bags,Polyurethane,,Nylon Carry-All Tote Handbag - Universal Thread™ Black,,35.0,94780224,Nylon Carry-All Tote Handbag - Universal Thread™ Black,https://www.target.com/p/nylon-carry-all-tote-handbag-universal-thread/-/A-95144170?preselect=94780224#lnk=sametab,4.5,2,target,1,2026-02-23T16:44:52.649734,35.0,False,"Nylon Carry-All Tote Handbag - Universal Thread™ Black Shoulder Bags Polyurethane Universal Thread carry-all tote handbag; 100% recycled nylon shell; Zippered main compartment; Interior zippered pocket and sleeves; Double handle; Bag structure: Unstructured; Interior features: Accessories Pocket, Zip Pocket; Exterior features: No Compartments or Pockets",nylon carry all tote universal thread black shoulder polyurethane universal thread carry all tote 100 recycled nylon shell zippered main compartment interior zippered sleeves double handle structure unstructured interior exterior,tote,nylon,-0.011392759094398826,tote – unknown | universal thread / interior exterior | Mid
Universal Thread,4.0,Universal Thread small satchel handbag; Recycled polyester and polyurethane shell; Zippered main compartment; Zippered interior pocket; Detachable and adjustable shoulder strap; Double shoulder handles; Decorative faux-leather fob; Bag structure: Structured; Interior features: Zip Pocket; Exterior features: No Compartments or Pockets,5.9 Inches (H) x 2.75 Inches (W) x 10 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_5dd1bdc5-9a51-4f53-96d6-12000554dee9?wid=1200&hei=1200&qlt=85,False,Satchels,Polyurethane,,Small Satchel Handbag - Universal Thread™ Brown,,25.0,94780207,Small Satchel Handbag - Universal Thread™ Brown,https://www.target.com/p/small-satchel-handbag-universal-thread/-/A-94810388?preselect=94780207#lnk=sametab,5.0,3,target,0,2026-02-23T16:44:52.649734,25.0,False,Small Satchel Handbag - Universal Thread™ Brown Satchels Polyurethane Universal Thread small satchel handbag; Recycled polyester and polyurethane shell; Zippered main compartment; Zippered interior pocket; Detachable and adjustable shoulder strap; Double shoulder handles; Decorative faux-leather fob; Bag structure: Structured; Interior features: Zip Pocket; Exterior features: No Compartments or Pockets,small satchel universal thread brown satchels polyurethane universal thread small satchel recycled polyester polyurethane shell zippered main compartment zippered interior detachable shoulder double shoulder handles decorative faux leather fob structure structured interior exterior,satchel,leather,0.06271342895513957,satchel – unknown | frame satchel / universal thread | Mid
A New Day,2.0,Gathered pochette handbag; Polyester shell; Open main compartment; Detachable and adjustable strap; Double strap handles; Metallic linked chain accent with ring; Bag structure: Structured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,13.5 Inches (H) x 8 Inches (W) x 5 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_0dcd75d2-bcdd-4852-9694-0daefa3a9c7b?wid=1200&hei=1200&qlt=85,False,Clutches,Polyester,,Gathered Pochette Handbag - A New Day™ Light Brown,,20.0,94780345,Gathered Pochette Handbag - A New Day™ Light Brown,https://www.target.com/p/gathered-pochette-handbag-a-new-day/-/A-94810400?preselect=94780345#lnk=sametab,4.8,4,target,0,2026-02-23T16:44:52.649734,20.0,False,Gathered Pochette Handbag - A New Day™ Light Brown Clutches Polyester Gathered pochette handbag; Polyester shell; Open main compartment; Detachable and adjustable strap; Double strap handles; Metallic linked chain accent with ring; Bag structure: Structured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,gathered pochette new day light brown clutches polyester gathered pochette polyester shell open main compartment detachable double handles metallic linked chain accent ring structure structured interior exterior,other,unknown,,other – small group – Entry
Universal Thread,1.0,"Universal Thread crossbody bag; Straw detailing; Interior zip pocket; Zipper closure; Adjustable strap; Bag structure: Structured; Interior features: Zip Pocket; Exterior features: No Compartments or Pockets, Detachable Straps",5.12 Inches (H) x 9.45 Inches (W) x 3.94 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_0ac25fbe-89f5-4aca-9347-9bbbf6330563?wid=1200&hei=1200&qlt=85,False,Crossbody & Messenger Bags,Polyethylene,,Straw Detail Belt Crossbody Bag - Universal Thread™ Black,,20.0,89956736,Straw Detail Belt Crossbody Bag - Universal Thread™ Black,https://www.target.com/p/straw-detail-belt-crossbody-bag-universal-thread/-/A-94741230?preselect=89956736#lnk=sametab,4.8,121,target,4,2026-02-23T16:44:52.649734,20.0,False,"Straw Detail Belt Crossbody Bag - Universal Thread™ Black Crossbody & Messenger Bags Polyethylene Universal Thread crossbody bag; Straw detailing; Interior zip pocket; Zipper closure; Adjustable strap; Bag structure: Structured; Interior features: Zip Pocket; Exterior features: No Compartments or Pockets, Detachable Straps",straw detail belt crossbody universal thread black crossbody messenger polyethylene universal thread crossbody straw detailing interior zipper structure structured interior exterior detachable straps,crossbody,straw,-0.018921649570236516,crossbody – unknown | universal thread / interior exterior | Entry
A New Day,,Boxy barrel shoulder bag; Straw paper shell; Crochet exterior; Zippered main compartment; Adjustable shoulder strap; Forest Stewardship Council Certified; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: Adjustable Shoulder Strap,4.25 Inches (H) x 8 Inches (W) x 3.5 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_c9376eb5-98d0-4804-af9d-101bd0195df9?wid=1200&hei=1200&qlt=85,False,Shoulder Bags,Paper,,Straw Mini Boxy Barrel Shoulder Bag - A New Day™ Natural,,25.0,94742369,Straw Mini Boxy Barrel Shoulder Bag - A New Day™ Natural,https://www.target.com/p/straw-mini-boxy-barrel-shoulder-bag-a-new-day-8482-natural/-/A-94742369#lnk=sametab,0.0,0,target,2,2026-02-23T16:44:52.649734,25.0,False,Straw Mini Boxy Barrel Shoulder Bag - A New Day™ Natural Shoulder Bags Paper Boxy barrel shoulder bag; Straw paper shell; Crochet exterior; Zippered main compartment; Adjustable shoulder strap; Forest Stewardship Council Certified; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: Adjustable Shoulder Strap,straw mini boxy barrel shoulder new day natural shoulder paper boxy barrel shoulder straw paper shell crochet exterior zippered main compartment shoulder forest stewardship council certified structure unstructured interior exterior shoulder,shoulder,straw,0.02078770549093766,shoulder – recycled | recycled polyester / 100 recycled polyester | Mid
Wild Fable,1.0,Camera bag; Crossbody style; Interior and exterior pockets; Fold-over top and zipper closure; Adjustable strap; Bag structure: Fold Over Top; Interior features: Zip Pocket; Exterior features: Front Pocket,5.5 Inches (H) x 8.25 Inches (W) x 3.75 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_1e398e04-890d-4b92-b96f-a6a023323a9b?wid=1200&hei=1200&qlt=85,False,Crossbody & Messenger Bags,100% Recycled Polyester,,"Camera Crossbody Bag - Wild Fable™ Black: Adjustable Strap, Solid Pattern, Zip Closure",,18.0,90777938,"Camera Crossbody Bag - Wild Fable™ Black: Adjustable Strap, Solid Pattern, Zip Closure",https://www.target.com/p/camera-crossbody-bag-wild-fable/-/A-91029296?preselect=90777938#lnk=sametab,4.7,126,target,4,2026-02-23T16:44:52.649734,18.0,False,"Camera Crossbody Bag - Wild Fable™ Black: Adjustable Strap, Solid Pattern, Zip Closure Crossbody & Messenger Bags 100% Recycled Polyester Camera bag; Crossbody style; Interior and exterior pockets; Fold-over top and zipper closure; Adjustable strap; Bag structure: Fold Over Top; Interior features: Zip Pocket; Exterior features: Front Pocket",camera crossbody black solid pattern crossbody messenger 100 recycled polyester camera crossbody style interior exterior fold over top zipper structure fold over top interior exterior front,crossbody,recycled,-0.018921649570236516,crossbody – unknown | universal thread / interior exterior | Entry
A New Day,1.0,Lightweight shoulder bag; Made with canvas fabric; Interior pocket; Flap closure; Adjustable strap; Bag structure: Lightweight; Interior features: Zip Pocket; Exterior features: Adjustable Shoulder Strap,7.5 Inches (H) x 9.5 Inches (W) x 2.5 Inches (D),0.0,https://target.scene7.com/is/image/Target/GUEST_4a94a143-9c47-4c8f-a14f-3a31d27fcbee?wid=1200&hei=1200&qlt=85,False,Shoulder Bags,Polyurethane,,"Flap Shoulder Bag - A New Day™ Black: Shell, Adjustable Strap, Lightweight Design",,25.0,92449952,"Flap Shoulder Bag - A New Day™ Black: Shell, Adjustable Strap, Lightweight Design",https://www.target.com/p/flap-shoulder-bag-a-new-day/-/A-92710288?preselect=92449952#lnk=sametab,4.5,34,target,4,2026-02-23T16:44:52.649734,25.0,False,"Flap Shoulder Bag - A New Day™ Black: Shell, Adjustable Strap, Lightweight Design Shoulder Bags Polyurethane Lightweight shoulder bag; Made with canvas fabric; Interior pocket; Flap closure; Adjustable strap; Bag structure: Lightweight; Interior features: Zip Pocket; Exterior features: Adjustable Shoulder Strap",flap shoulder new day black shell lightweight design shoulder polyurethane lightweight shoulder canvas fabric interior flap structure lightweight interior exterior shoulder,shoulder,canvas_cotton,0.02078770549093766,shoulder – canvas_cotton | slouchy shoulder / cotton polyester | Mid
